genome,common_name,Phylum,Class,Order,pmsf_family,new_family,Old_family,old_genus,new_genus,taxon_source,other,skani_cluster,mcl_cluster
bin_5271,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g237,NA,Klosneuvirinae,NA,MCL413
IMGM3300025311_BIN31,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g237,NA,Klosneuvirinae,NA,NA
bin_1008,Theiavirus salishense (Bodo saltans virus strain NG1),NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g237,g237,MCL_clustered,Klosneuvirinae,NA,MCL419
bin_4263,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_532,NA,Klosneuvirinae,NA,NA
bin_3727,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_532,NA,Klosneuvirinae,NA,NA
bin_4189,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_533,NA,Klosneuvirinae,NA,NA
bin_6617,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_534,NA,Klosneuvirinae,NA,NA
bin_3028,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_534,NA,Klosneuvirinae,NA,NA
bin_6736,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_535,NA,Klosneuvirinae,NA,NA
GVMAG-M-3300023179-27,GVMAG-M-3300023179-27,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g235,g235,identical_markers,Klosneuvirinae,NA,NA
bin_2659,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_536,NA,Klosneuvirinae,NA,MCL837
IMGM3300013093_BIN348,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_537,NA,Klosneuvirinae,NA,MCL95
bin_1793,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_538,NA,Klosneuvirinae,NA,MCL832
IMGM3300021376_BIN1153,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_538,NA,Klosneuvirinae,NA,MCL239
IMGM3300020578_BIN875,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_538,NA,Klosneuvirinae,NA,NA
bin_1079,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_538,NA,Klosneuvirinae,S1263,MCL545
bin_2265,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_539,NA,Klosneuvirinae,NA,MCL835
GVMAG-M-3300012954-26,GVMAG-M-3300012954-26,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_01,g343,g343,identical_markers,"position variable (IM_01/IM_16), gv8 moves it to IM16",NA,NA
bin_2682,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_540,NA,Klosneuvirinae,S2189,NA
IMGM3300027333_BIN44,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_541,NA,Klosneuvirinae,NA,NA
IMGS3300050570_BIN45,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_542,NA,Klosneuvirinae,S1295,NA
bin_3237,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_543,NA,Klosneuvirinae,NA,NA
IMGM3300050208_BIN558,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_543,NA,Klosneuvirinae,NA,NA
TARA_PSW_NCLDV_00001,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_543,NA,Klosneuvirinae,NA,NA
IMGM3300023179_BIN880,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g234,g234,MCL_clustered,Klosneuvirinae,S657,MCL680
LKH583_P13_Ci-253,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g234,NA,Klosneuvirinae,NA,NA
IMGM3300040810_BIN95,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g234,NA,Klosneuvirinae,NA,NA
bin_3999,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g234,NA,Klosneuvirinae,NA,MCL795
IMGM3300010160_BIN358,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g234,NA,Klosneuvirinae,S1854,NA
GVMAG-S-3300013131-119,GVMAG-S-3300013131-119,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g234,g234,identical_markers,Klosneuvirinae,NA,NA
bin_3834,Yasminevirus saudimassiliense,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g234,g234,MCL_clustered,Klosneuvirinae,NA,MCL296
bin_7006,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g234,NA,Klosneuvirinae,NA,NA
IMGM3300020169_BIN179,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_544,NA,,S1943,NA
IMGM3300035703_BIN999,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_545,NA,,NA,NA
TARA_MED_NCLDV_00124,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_546,NA,,NA,NA
IMGM3300032254_BIN202,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_547,NA,,NA,NA
IMGM3300017963_BIN554,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_548,NA,,S1129,NA
IMGM3300028377_BIN66,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_549,NA,,NA,NA
IMGM3300009702_BIN5,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_550,NA,,NA,NA
ERX633345-33,ERX633345.33.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,nIM_5,nIM_5,incertae_sedis,g207,g207,identical_markers,,NA,MCL567
IMGM3300009702_BIN110,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,AF_02,g29,n_551,MCL_clustered,,S992,NA
IMGM3300017989_BIN1280,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_552,NA,,NA,NA
IMGM3300010430_BIN2907,NA,NA,Megaviricetes,Imitervirales,nIM_5,nIM_5,NA,NA,n_552,NA,,NA,NA
IMGM3300004210_BIN391,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_553,NA,,NA,NA
IMGM3300046010_BIN819,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g256,g256,MCL_clustered,,NA,MCL79
bin_3030,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g255,g255,MCL_clustered,,S2130,MCL497
bin_3532,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_554,NA,,NA,MCL844
IMGM3300024259_BIN766,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_555,NA,,S82,MCL727
IMGM3300009703_BIN47,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_556,NA,,NA,NA
GVMAG-M-3300017963-13,GVMAG-M-3300017963-13,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g248,g248,identical_markers,,NA,NA
GVMAG-S-1035435-20,GVMAG-S-1035435-20,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g249,g249,identical_markers,,S1596,NA
GVMAG-M-3300014204-73,GVMAG-M-3300014204-73,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g250,g250,identical_markers,,NA,NA
IMGM3300036713_BIN217,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,g250,NA,,NA,MCL463
SRX559902-76,SRX559902.76.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g250,g250,identical_markers,,NA,NA
GVMAG-M-3300017987-33,GVMAG-M-3300017987-33,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g253,g253,identical_markers,,NA,NA
ERX556315-47,ERX556315.47.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g254,g254,identical_markers,,NA,MCL433
IMGM3300005838_BIN124,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g251,g251,MCL_clustered,,S177,MCL630
IMGM3300037808_BIN645,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,g251,NA,,NA,NA
IMGM3300045131_BIN589,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_557,NA,,S2360,NA
bin_1810,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_558,NA,,S2208,MCL833
bin_2877,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_559,NA,,NA,NA
IMGM3300034111_BIN818,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_559,NA,,S413,MCL767
bin_4323,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_560,NA,,NA,MCL375
IMGM3300043448_BIN218,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_561,NA,,NA,NA
IMGM3300035199_BIN1161,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,n_562,NA,,NA,NA
IMGM3300046010_BIN832,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,g252,NA,,S2370,MCL547
bin_4248,NA,NA,Megaviricetes,Imitervirales,IM_14,IM_14,NA,NA,g252,NA,,NA,NA
GVMAG-M-3300025860-20,GVMAG-M-3300025860-20,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_14,IM_14,IM_14,g252,g252,identical_markers,,NA,MCL604
IMGM3300025770_BIN313,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_563,NA,,S1162,NA
IMGM3300005613_BIN786,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_564,NA,,NA,NA
GVMAG-M-3300017963-43,GVMAG-M-3300017963-43,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g267,g267,identical_markers,,NA,NA
bin_4872,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,g268,NA,,S1240,MCL143
IMGM3300009467_BIN229,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g268,g268,MCL_clustered,,S535,MCL663
IMGM3300031519_BIN113,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_565,NA,,S1031,MCL695
IMGM3300006193_BIN164,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g269,g269,MCL_clustered,,S968,NA
IMGM3300013128_BIN511,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_566,NA,,S744,NA
IMGM3300005613_BIN692,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g264,g264,MCL_clustered,,S1419,NA
GVMAG-S-3300002466-75,GVMAG-S-3300002466-75,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g263,g263,identical_markers,,S1620,NA
IMGM3300023174_BIN839,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g263,g263,MCL_clustered,,S1517,MCL63
bin_1206,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,g263,NA,,NA,MCL50
GVMAG-M-3300005613-6,GVMAG-M-3300005613-6,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g266,g266,identical_markers,,NA,NA
IMGM3300017971_BIN1161,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g265,g265,MCL_clustered,,S1467,NA
GVMAG-M-3300005613-55,GVMAG-M-3300005613-55,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g261,g261,identical_markers,,S1420,NA
IMGM3300040815_BIN264,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_567,NA,,NA,NA
bin_6974,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_568,NA,,NA,MCL850
LKH583_P13_Ci-86,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_569,NA,,NA,NA
GVMAG-M-3300023112-4,GVMAG-M-3300023112-4,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g262,g262,identical_markers,,NA,NA
IMGM3300026931_BIN21,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_570,NA,,NA,NA
TARA_SOC_NCLDV_00010,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_571,NA,,NA,NA
IMGM3300021093_BIN857,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_572,NA,,S270,NA
IMGM3300001349_BIN355,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_573,NA,,S315,MCL626
TARA_PSW_NCLDV_00022,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,g260,NA,,NA,NA
IMGM3300025141_BIN1048,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,g260,NA,,NA,NA
IMGM3300011013_BIN398,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g260,g260,MCL_clustered,,S1451,MCL337
IMGM3300040810_BIN15,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_574,NA,,NA,NA
TARA_PON_NCLDV_00001,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_575,NA,,NA,NA
SRX803008-78,SRX803008.78.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g259,g259,identical_markers,,NA,MCL365
IMGM3300035145_BIN336,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_576,NA,,NA,NA
IMGM3300005613_BIN109,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g258,n_577,MCL_clustered,,S1623,NA
IMGM3300017963_BIN847,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g258,g258,MCL_clustered,,S1468,NA
IMGM3300009505_BIN165,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,g258,NA,,S1029,MCL665
IMGM3300005613_BIN418,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g258,g258,MCL_clustered,,S1624,NA
LKH577_P12_Am-223,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_578,NA,,NA,NA
IMGM3300029286_BIN1357,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_579,NA,,S2051,MCL745
bin_5594,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_580,NA,,NA,NA
GVMAG-M-3300005613-41,GVMAG-M-3300005613-41,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g257,g257,identical_markers,,NA,MCL117
TARA_MED_NCLDV_00002,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g257,g257,MCL_clustered,,NA,MCL283
IMGM3300010334_BIN292,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_581,NA,,S1860,NA
bin_1550,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,IM_13,g257,n_582,MCL_clustered,,NA,MCL121
bin_6731,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_583,NA,,NA,MCL329
bin_7114,NA,NA,Megaviricetes,Imitervirales,IM_13,IM_13,NA,NA,n_584,NA,,NA,NA
ERX552253-37,ERX552253.37.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_06,IM_06,IM_06,g272,g272,identical_markers,,NA,NA
GVMAG-M-3300012920-30,GVMAG-M-3300012920-30,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_06,IM_06,IM_06,g271,g271,identical_markers,,NA,MCL585
IMGM3300031519_BIN629,NA,NA,Megaviricetes,Imitervirales,IM_06,IM_06,NA,NA,n_585,NA,,NA,NA
IMGM3300026483_BIN115,NA,NA,Megaviricetes,Imitervirales,IM_06,IM_06,NA,NA,n_586,NA,,NA,NA
IMGM3300046368_BIN301,NA,NA,Megaviricetes,Imitervirales,IM_06,IM_06,NA,NA,n_587,NA,,NA,MCL618
ERX552255-64,ERX552255.64.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_06,IM_06,IM_06,g270,g270,identical_markers,,NA,NA
TARA_PSW_NCLDV_00014,NA,NA,Megaviricetes,Imitervirales,IM_06,IM_06,IM_06,g270,g270,MCL_clustered,,NA,MCL184
IMGM3300030231_BIN123,NA,NA,Megaviricetes,Imitervirales,IM_06,IM_06,NA,NA,g270,NA,,NA,MCL529
IMGM3300027744_BIN293,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_588,NA,,NA,NA
IMGM3300004128_BIN76,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_588,NA,,NA,NA
TARA_MED_NCLDV_00075,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_589,NA,,NA,NA
SRX802076-48,SRX802076.48.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g281,g281,identical_markers,,NA,MCL799
IMGM3300025590_BIN441,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_590,NA,,NA,NA
TARA_MED_NCLDV_00051,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_591,NA,,NA,NA
TARA_MED_NCLDV_00041,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_592,NA,,NA,NA
IMGM3300020457_BIN508,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g280,g280,MCL_clustered,,S58,MCL383
IMGM3300010368_BIN175,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,g280,NA,,NA,MCL675
IMGM3300027779_BIN408,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_593,NA,,S561,NA
IMGM3300030231_BIN218,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g278,g278,MCL_clustered,,S409,MCL563
GVMAG-S-405408-21,GVMAG-S-405408-21,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g278,g278,identical_markers,,S1008,MCL587
GCA_000922335-1_ViralProj258005,Kratosvirus quantuckense / Aureococcus anophagefferens virus BtV-01,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g278,g278,identical_markers,,S860,NA
ERX552270-76,ERX552270.76.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,g279,identical_markers,,NA,NA
ERX552270-42,ERX552270.42.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,g279,identical_markers,,NA,NA
IMGM3300012954_BIN172,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,g279,MCL_clustered,,NA,MCL679
ERX552270-56,ERX552270.56.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,g279,identical_markers,,NA,NA
ERX552270-10,ERX552270.10.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,n_594,identical_markers,,NA,NA
IMGM3300012952_BIN200,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,n_594,MCL_clustered,,S102,MCL494
IMGM3300017757_BIN371,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,NA,NA,n_594,NA,,NA,NA
IMGM3300020438_BIN1109,NA,NA,Megaviricetes,Imitervirales,IM_09c,IM_09c,IM_09,g279,n_594,MCL_clustered,,S756,MCL131
IMGM3300040806_BIN471,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_595,NA,,NA,MCL664
IMGM3300004097_BIN199,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_596,NA,,NA,NA
IMGM3300025138_BIN828,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_597,NA,,NA,NA
TARA_MED_NCLDV_00120,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_597,NA,,NA,NA
TARA_SOC_NCLDV_00023,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_597,NA,,NA,NA
GVMAG-M-3300009706-33,GVMAG-M-3300009706-33,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g294,g294,identical_markers,,NA,NA
GVMAG-S-3300009703-83,GVMAG-S-3300009703-83,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g293,g293,identical_markers,,NA,NA
IMGM3300040856_BIN415,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_598,NA,,NA,MCL780
bin_4278,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_599,NA,,NA,MCL806
bin_6085,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g296,g296,MCL_clustered,,NA,MCL176
bin_3684,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,g295,NA,,NA,MCL260
GVMAG-M-3300013004-50,GVMAG-M-3300013004-50,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g295,g295,identical_markers,,NA,MCL177
TARA_ARC_NCLDV_00001,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_600,NA,,NA,NA
IMGM3300025822_BIN117,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_601,NA,,NA,NA
IMGM3300032132_BIN413,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_602,NA,,NA,NA
TARA_ARC_NCLDV_00039,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_603,NA,,NA,MCL817
TARA_ARC_NCLDV_00180,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_603,NA,,NA,NA
TARA_ARC_NCLDV_00010,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g291,n_604,MCL_clustered,,NA,MCL384
TARA_ION_NCLDV_00005,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_605,NA,,NA,MCL819
GVMAG-S-1017745-26,GVMAG-S-1017745-26,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g291,n_605,identical_markers,,NA,MCL607
GVMAG-M-3300001351-8,GVMAG-M-3300001351-8,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g291,g291,identical_markers,,NA,MCL344
IMGM3300010883_BIN3240,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,g291,NA,,NA,NA
SRX802143-100,SRX802143.100.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g291,g291,identical_markers,,NA,MCL443
bin_3759,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_606,NA,,NA,MCL203
IMGS3300042691_BIN928,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g292,n_606,MCL_clustered,,S1600,MCL538
ERX555967-32,ERX555967.32.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g292,g292,identical_markers,,S1354,NA
ERX555933-5,ERX555933.5.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g292,g292,identical_markers,,NA,MCL113
IMGM3300020408_BIN365,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,IM_07,g292,g292,MCL_clustered,,NA,MCL360
TARA_MED_NCLDV_00017,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_607,NA,,NA,MCL315
TARA_MED_NCLDV_00015,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_607,NA,,NA,MCL412
TARA_ARC_NCLDV_00005,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_607,NA,,NA,MCL815
IMGM3300009436_BIN179,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_607,NA,,NA,MCL299
TARA_ARC_NCLDV_00007,NA,NA,Megaviricetes,Imitervirales,IM_07,IM_07,NA,NA,n_607,NA,,NA,NA
IMGM3300031659_BIN453,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,n_608,NA,,NA,NA
TARA_ARC_NCLDV_00063,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,n_609,NA,,NA,NA
ERX552270-107,ERX552270.107.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g277,g277,identical_markers,,NA,MCL559
IMGM3300009425_BIN110,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,n_610,NA,,NA,MCL482
IMGM3300047376_BIN287,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g277,n_610,MCL_clustered,,NA,MCL76
IMGM3300025874_BIN511,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,n_610,NA,,S2016,MCL733
IMGM3300028189_BIN26,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,g276,NA,,S2046,NA
IMGM3300009173_BIN65,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,g276,NA,,NA,NA
IMGM3300032132_BIN151,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,g276,NA,,NA,NA
IMGM3300021185_BIN255,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g276,g276,MCL_clustered,,S1977,MCL51
IMGM3300032073_BIN155,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g276,g276,MCL_clustered,,S757,MCL175
IMGM3300010883_BIN2496,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g276,g276,MCL_clustered,,NA,MCL461
TARA_ARC_NCLDV_00045,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g276,g276,MCL_clustered,,S731,MCL149
GVMAG-S-ERX555954-49,GVMAG-S-ERX555954-49,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g274,n_611,identical_markers,,NA,MCL566
IMGM3300028196_BIN139,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,n_611,NA,,S1829,MCL188
IMGM3300032073_BIN1196,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g275,n_611,MCL_clustered,,S509,MCL633
TARA_ARC_NCLDV_00033,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,NA,NA,n_611,NA,,S1104,MCL370
IMGM3300020477_BIN665,NA,NA,Megaviricetes,Imitervirales,IM_09b,IM_09b,IM_09,g275,n_612,MCL_clustered,,NA,MCL426
